Name,Contact,Address,Locality,City,Rating
JAI Bhawani Novelty,+(91)-9867116848 ; ,Shahad Fatak; Ulhasnagar; Thane; Shivaji Road; Ulhasnagar No 1; Mumbai - 421001,Ambarnath,Mumbai,0.0
Purnima Stationery & Xerox,27783080 ; +(91)-8082373737 ; +(91)-22-38549235 ; +(91)-9833922282 ; ,A 22; Shop No 1; TTC Industrial Road; Kopar Khairane; Mumbai - 400709; Near White House And MIDC Fire Brigade; Opposite Kokan Spice Hotel; Beside,Ambarnath,Mumbai,3.5
Shiv KRUPA Stationery,+(91)-9321012643 ; ,Shop no. 5 Govardhan; Birla College Road; Kalyan City; Mumbai - 421301; Near R. T. O.,Ambarnath,Mumbai,0.0
Shree Samarth Stationary,+(91)-9967775833 ; ,Shop no. 04; Aboli CHS; Ragency Road; Dombivli East; Mumbai - 421203; Near Patidhar Bhavan,Ambarnath,Mumbai,0.0
Gayatri General Store,+(91)-9820485093 ; ,Gauri Shopping Complex Shop No.03; Shiv mandir Road; Ambernath; Mumbai - 421501; Shivaji Chowk,Ambarnath,Mumbai,0.0
Hari Om Enterprises,28219632 ; 28251465 ; +(91)-9870447548 ; 28234142 ; +(91)-22-38519560 ; ,Shop No 3 Ram Krishna Mandir Road; Opposite Professional Courier; Andheri East; Mumbai - 400059; Opposite Hanuman Mandir,Ambarnath,Mumbai,3.5
Port Of Aspirations,+(91)-9833010599 ; +(91)-7506513037 ; +(91)-9833010051 ; 27480045 ; +(91)-22-38591397 ; ,Shop No 6 And 7; Neel Plaza; Plot No 41; Sector 3; New Panvel; Mumbai - 410206; Near DAV Public School And To State Bank Of India,Ambarnath,Mumbai,4.5
Bagade Stores,+(91)-251-2861171 ; ,Shop No 1; Guruprasad Building; Manpada Road; Dombivli East; Mumbai - 421201; Near Shivaji Statue,Ambarnath,Mumbai,4.2
Geeta Xerox & Stationery,+(91)-9930317555 ; 42666643 ; +(91)-22-38582113 ; 28780821 ; 28792277 ; ,Shop No 18; Samruddhi Commercial Complex; Chincholi Bunder Road; Malad West; Mumbai - 400064; Mind Space; Opposite Magnus Tower & Malad Link Road,Ambarnath,Mumbai,4.2
Maruti Enterprises,+(91)-9769973984 ; ,Jaimahakali Building; Shop No 23; Road No 8; Andheri East; Mumbai - 400093; Ambedkar Nagar; MIDC,Ambarnath,Mumbai,4.1
Book Palace,8898240402 ; +(91)-8879182555 ; ,Shop No 12 Swamiprasad Building; Godrej Hill Road; Khadakpada-Kalyan City; Mumbai - 421301; Kadakpada Circle; Shelar Park,Ambarnath,Mumbai,3.7
India Rubber Arts,+(91)-9322023297 ; ,upendra 1st floor; station road; Kalyan City; Mumbai - 421301; above mahalaxmi hotel,Ambarnath,Mumbai,0.0
Royal Novelty,+(91)-9892948674 ; +(91)-251-2315465 ; ,Chotalal Girdharilal Building; Station Road; Kalyan City; Mumbai - 421301; Opposite Civil Court,Ambarnath,Mumbai,2.8
Bharat Book Depot & Stationers,9867932080 ; +(91)-9323865333 ; ,Parwani Building Shop No. 05; Syndicate; Murbad Road; Kalyan City; Mumbai - 421301; Opposite Bata Show Room,Ambarnath,Mumbai,5.0
Apple Stationery & Xerox,+(91)-9819567785 ; +(91)-9819757574 ; ,Shop No 01; Om Amit Apartment; Lineali; Shivaji Road; Panvel; Mumbai - 410206; Opposite Ketki Hotel,Ambarnath,Mumbai,3.5
David Enterprises,+(91)-9823425937 ; 9029789439 ; ,Shop no-10; shiv Krupa Apartment; Bhavani chowk; Ambernath; Mumbai - 421501; Opp Bhavani temple,Ambarnath,Mumbai,0.0
Shree Ashapura Stationers,+(91)-251-2300883 ; ,6; Ujjawal Building; Shivaji Path; Kalyan; Mumbai - 421304; Near Anand Sports,Ambarnath,Mumbai,4.0
Bentex Puja Collection,+(91)-9322360470 ; ,Kalyan West; Thane; Kalyan Station Road; Kalyan City; Mumbai - 421301,Ambarnath,Mumbai,0.0
Hari OM Book Seller,+(91)-251-2580848 ; ,Shop No 103; Ulhasnagar No 4; Mumbai - 421004; Ulhasnagar-421 004 Opposite. Punjab Nationl Bank,Ambarnath,Mumbai,0.0
Sewing Corner,+(91)-251-2325257 ; ,Shop No 8; New Kalpraj Co.op Society; Valipeer Road; Kalyan City; Mumbai - 421301; Kalyan(W),Ambarnath,Mumbai,0.0
Ganesh Novelty And Book Depo,+(91)-9702764104 ; ,Shop No.03 Gajanand Apartment; Station Road; Badlapur; Mumbai - 421503; Near Dattawadi,Ambarnath,Mumbai,0.0
Bhagyashree Kirana Store,+(91)-251-2732205 ; ,Nehru Chowk; Ulhasnagar; Thane; Aman Talkies Road; Ulhasnagar No 2; Mumbai - 421002,Ambarnath,Mumbai,0.0
yash Enterprises,60601144 ; 65149999 ; +(91)-22-38552509 ; +(91)-9819129494 ; +(91)-9819129191 ; ,Building No.1;Shop No.10;Akruti build;sra chs;near Jade Garden Bandra East 51;BKC; Bandra East; Mumbai - 400051,Ambarnath,Mumbai,3.5
Neelraj Fancy Store,+(91)-251-2565569 ; ,Shop No 12; Ulhasnagar No 3; Mumbai - 421002; Prince Market,Ambarnath,Mumbai,5.0
Agasti Xerox And Stationery,+(91)-8828391099 ; ,Shop no. D-19 Heena Garden; Pipe Line Road; Kalyan City; Mumbai - 421301; Near Wayale Sports,Ambarnath,Mumbai,3.5
Mahalaxmi Book Depo,+(91)-9867071609 ; ,shop no 8;Pragati Bhavan; DNC Road; Dombivli East; Mumbai - 421201; Near Pragati College,Ambarnath,Mumbai,0.0
Manish Book Binding Stationery And General Store,+(91)-9322777463 ; 9850534140 ; ,Prem sagar; Bhaji Market Lane; Ulhasnagar No 4; Mumbai - 421004; Near R.G.S School,Ambarnath,Mumbai,0.0
Akshera Stationery,+(91)-9833601413 ; ,Shop no 3; Tukaram Nagar; Dombivli East; Mumbai - 421201; Opp Bharat gas Agency,Ambarnath,Mumbai,0.0
Gita General Store,+(91)-9890299459 ; ,Jhulelal Bazar; Dhudh Naka; Ulhasnagar No 5; Thane; Main Road; Ulhasnagar No 5; Mumbai - 421005,Ambarnath,Mumbai,0.0
Ambika Stationery,+(91)-9820823869 ; ,Shop No.4; Station Road; Kalyan City; Mumbai - 421301; near Shivaji Chowk,Ambarnath,Mumbai,0.0
Jagnath General And Novelty,+(91)-9892169979 ; ,Balaji Paradise Shop No5; 100 Feet Road Jyoti Nagar; Kalyan East; Mumbai - 421306; NR Matoshree School,Ambarnath,Mumbai,0.0
Darshana Book Depot,+(91)-7738772933 ; ,Shop no 2&3; Girija Building; Lok-Gram; Kalyan East; Mumbai - 421306; Near L.K.P.S School,Ambarnath,Mumbai,0.0
Sony Fancy & Gen Store,+(91)-9320555661 ; ,Ulhasnagar No 3; Thane; Station Road; Ulhasnagar No 3; Mumbai - 421002,Ambarnath,Mumbai,0.0
Spot On,+(91)-9833720730 ; ,Shop No. 3; Santosh Darshan; Ambica Nagar; Dombivli East; Mumbai - 421201; Gograswadi,Ambarnath,Mumbai,0.0
Aai Copy Centre,9819004278 ; +(91)-9870002701 ; ,Shop no 23; Mg road; Dombivli West; Mumbai - 421202; Near Railway Station Opposite Reliance Gallery,Ambarnath,Mumbai,0.0
Jay Ambe Stationery And Xerox,+(91)-9820993344 ; +(91)-9820370011 ; 24229593 ; +(91)-22-38546006 ; 66633708 ; ,5; Jayant Sapphire Building; Sayani Road; Khedgali; Prabhadevi; Mumbai - 400025; Near Indiabull Finance Centre,Ambarnath,Mumbai,3.1
Narayan Food Bazaar,+(91)-9321605067 ; +(91)-251-2605067 ; ,Shivaji Chowk; Ambernath ( East ); Thane; Shivmandir Road; Ambernath; Mumbai - 421501,Ambarnath,Mumbai,0.0
Pushkar Enterprises,+(91)-9820396911 ; ,301 Sonaleela Rx 34 MIDC; Dombivli East; Mumbai - 421201; Behind Unique Motor Showroom,Ambarnath,Mumbai,0.0
Citi Com Xerox & Stationery,+(91)-9768746247 ; ,Shop No 27; Shiv Smruti Complex; Sheel Road; Kalyan City; Mumbai - 421301; Near Patri Pool,Ambarnath,Mumbai,0.0
Amol Plastic & General Stores,+(91)-9272431112 ; +(91)-251-2482032 ; ,D/S4 Ghanshyam Complex; Subhash Road; Dombivli West; Mumbai - 421202; Opposite Abhinav Bank,Ambarnath,Mumbai,0.0
Prince Collection,+(91)-22-38517603 ; +(91)-8268281111 ; +(91)-9870804921 ; 25827327 ; +(91)-8268287777 ; ,Shop No 5; Patil Apartment; Road No 27; Wagle Industrial Estate-Thane West; Mumbai - 400604; Shanti Nagar; Opposite TMC School,Ambarnath,Mumbai,3.9
Laxmi Traders,+(91)-8087008047 ; 9272526609 ; ,Station Road; Ulhasnagar No 4; Mumbai - 421004; Opp. Ulhasnagar motar Driving School,Ambarnath,Mumbai,0.0
Prabhat Paper Mart & Plastic,9930388077 ; +(91)-251-2861234 ; +(91)-9820549717 ; ,Shop no 1;Patkar building; Kelkar road; Dombivli East; Mumbai - 421201; opp Samrat Dairy,Ambarnath,Mumbai,3.0
Amrut Xerox & Stationers,+(91)-22-38581510 ; +(91)-9867585928 ; 22840174 ; 22848696 ; ,Ground Floor;Prem Court Bldg; J Tata Road; Churchgate; Mumbai - 400020; Behind Samrat Hotel,Ambarnath,Mumbai,3.8
Shanti stationary and gift centre.,+(91)-9594776260 ; ,A4 shop no.12; shankeshwar nagar; Manpada road; Dombivli East; Mumbai - 421201; Opposite shani mandir,Ambarnath,Mumbai,3.3
Shraddha Xerox & Stationery,9820453647 ; 9222002226 ; +(91)-9768332231 ; ,Shop No. 1; New Amey Society; Kalyan City; Mumbai - 421301; Near Tayde Ice Cream; Tilak Chowk,Ambarnath,Mumbai,0.0
Good Luck Stationery & Xerox,+(91)-9819226843 ; 25780333 ; +(91)-9702127569 ; +(91)-22-38545282 ; ,Shop No 1/2; L.B.S Marg; Vikhroli West; Mumbai - 400079; Opp 247 Park,Ambarnath,Mumbai,4.0
Janvi Stationary and Nonelty,+(91)-9004815132 ; ,Himganga Appartment; Kalyan East; Mumbai - 421306,Ambarnath,Mumbai,0.0
Mato Shri Book Depot,+(91)-9920827683 ; ,Shop No 6; Station Road; Kalyan East; Mumbai - 421306; Near Nanapawse Chowk,Ambarnath,Mumbai,0.0
Sai Communication,+(91)-8080706444 ; 9769011978 ; ,Shop No-3; Satpal Niwas; Haji Malang Road; Kalyan East; Mumbai - 421306; Near Manse Office,Ambarnath,Mumbai,0.5
Mahakali Stores,+(91)-9833207778 ; ,Shop No D 7; Plot No 112; Raj Sagar Co Operative Housing Society; Gorai 1-borivali West; Mumbai - 400092; Near Swami Vivekanand School,Ambarnath,Mumbai,4.5
NEELAKAMAL Stationery,+(91)-9619735455 ; ,Bhoir Chawl Shop No. 06; Birla Collauge Rd.; Khadakpada-Kalyan City; Mumbai - 421301; Near Birla Collage,Ambarnath,Mumbai,0.0
Bagade Enterprises,+(91)-8108659724 ; ,shop no2;guruprasad bldg; Manpada . Road; Dombivli East; Mumbai - 421201; Opp Shivaji Statue,Ambarnath,Mumbai,0.0
Pragati Stationery & Xerox,+(91)-9029407580 ; ,Shop No. 10; Madhushilp Hsg Soc.; Man panda road; Dombivli East; Mumbai - 421201; Opposite KOHINOOR,Ambarnath,Mumbai,0.0
Mahavir Store,+(91)-9892562062 ; ,Shop no 1 mahadav Ganesh; Tilak Chowk; Kalyan City; Mumbai - 421301; Opp kalyan Janta Sahakari Bank,Ambarnath,Mumbai,0.0
New Variety Stationery & Xerox,+(91)-251-2862347 ; 9867766351 ; +(91)-9892902284 ; ,Shop No A/33; Kasturi Plaza; Manpada Road; Dombivali Industrial Area-Dombivali East; Mumbai - 421203,Ambarnath,Mumbai,1.8
Siddhivinayak Novelty & Book Depot,+(91)-9923183548 ; ,Shahad Fatak; Shivaji Road; Ulhasnagar No 1; Mumbai - 421001; Bajib Gali,Ambarnath,Mumbai,0.0
Gajanan Stationary,+(91)-9819976422 ; ,Aanandi Gopal Society; Parnaka Lal Chauki Road; Kalyan City; Mumbai - 421301; Near Apex Hospital,Ambarnath,Mumbai,0.0
Prabhat Stationers,+(91)-251-2481963 ; +(91)-9867268729 ; ,10/11; Mahatma Phule Road; Dombivli West; Mumbai - 421202; Opposite Hindustan Bank,Ambarnath,Mumbai,3.8
Pooja Novelty And Gift Shop,+(91)-9029046039 ; ,Shop no.3 Parshvanath Socity; Station Road; Badlapur; Mumbai - 421503; Near Fish Market,Ambarnath,Mumbai,0.0
Rahul Stationery & Xerox,+(91)-8655385531 ; ,Shop No 01 Kishor Niwas; Subhash Road; Dombivli West; Mumbai - 421202; Ganesh Vidyalaya,Ambarnath,Mumbai,0.0
Mayur deep stationary,+(91)-9987633253 ; ,Shop no 2 Patil building; Station road; Kalyan East; Mumbai - 421306; Near Ganesh mandir,Ambarnath,Mumbai,0.0
Benrich Stationery & Gift,+(91)-7715948868 ; ,Shop No.P-62/2; milap Nagar; M.I.D.C.Power House Road; Dombivli East; Mumbai - 421203; Opp. Milap Nagar Bus Stope,Ambarnath,Mumbai,0.0
Real Store,+(91)-9699828493 ; ,Nehru Chowk; Ulhasnagar; Thane; Aman Talkies Road; Ulhasnagar No 2; Mumbai - 421002,Ambarnath,Mumbai,0.0
Ganesh Book Depot & Stationery,9967875289 ; +(91)-9869836678 ; ,Navnath Apts; Purna Link Road; Kalyan; Mumbai - 421304; Opp Shivaji Colony Road,Ambarnath,Mumbai,3.8
S R Stationary,+(91)-9987634442 ; 8452042977 ; 9769875209 ; ,Shop No 22; Lodha Heaven; Kalyan Shill Fata Road; Dombivli East; Mumbai - 421203; Near Shivaji Chowk; Near Sarovar Building; Nilje Gaon,Ambarnath,Mumbai,0.0
Bensung,+(91)-9819101910 ; +(91)-22-38594474 ; 26592996 ; 26591907 ; ,C/3 Balram; Basement; Bandra Kurla Complex; BKC Road; Bandra East; Mumbai - 400051; Opposite MMRDA,Ambarnath,Mumbai,4.2
Mahila Stores,+(91)-251-2323872 ; +(91)-9833592425 ; 9320257474 ; ,Shop No 4; Kdmc Building; Shankarrao Chowk; Kalyan City; Mumbai - 421301; Opposite Union Bank; Near Shivaji Chowk; Next To Kdmc Office,Ambarnath,Mumbai,4.1
Ekal Stationery & Xerox,8454936937 ; +(91)-9833362127 ; ,Shop No.1;new Amay; Tilak Road; Kalyan City; Mumbai - 421301; Near Tilak Chowk,Ambarnath,Mumbai,4.0
Trupti Book Centre,,2 Patkar Building; Patkar Road; Dombivli East; Mumbai - 421201; Near Canara Bank Near Railway Station Opposite Dr. Date Hospital,Ambarnath,Mumbai,4.0
Shree Renuka Grantha Bhandar,+(91)-9422642542 ; ,shop no. 2; Chandra Palace; Siddhivinyak Temple road; Section 32; Ulhasnagar No 4; Mumbai - 421004; Opp. Mukti Apartment,Ambarnath,Mumbai,0.0
Stex Stationery Express,25333355 ; +(91)-9821078139 ; +(91)-22-38535072 ; +(91)-9819721234 ; ,Shop No 1; Sanghvi Tower; Veer Sawarkar Marg; Ghodbunder Road; Thane West; Mumbai - 400601; Near Kwality Bakery,Ambarnath,Mumbai,4.4
Saanika Enterprises,+(91)-9850876556 ; ,Shop No-2; Katrap Road; Badlapur; Mumbai - 421503; Near Katrap Naka,Ambarnath,Mumbai,0.0
New Padam Shree Book Depo & novelty,+(91)-9820173522 ; ,Shop No.1; Station Road; Thakurli; Mumbai - 421201,Ambarnath,Mumbai,0.0
Kadam stationary and novelty,+(91)-9029367009 ; ,Shop no 3; Chinchpada road; Kalyan East; Mumbai - 421306; Near model college,Ambarnath,Mumbai,0.0
Variety Corner,+(91)-9322340440 ; ,Shop no. 1 Parsan Viela; Rambaug No. 4; Kalyan City; Mumbai - 421301; Opp. Auto Stop,Ambarnath,Mumbai,0.0
Apna Xerox Centre,9822171176 ; +(91)-7040573446 ; ,Shop No 12; New Station Road; Kalyan City; Mumbai - 421301; Near Cyber Zone,Ambarnath,Mumbai,0.0
Supreme stationary store,+(91)-9272845111 ; ,Shop no-4/b; Shiv mandir road; Ambernath; Mumbai - 421501; Opp bank of Maharashtra,Ambarnath,Mumbai,5.0
Maharana Canon Xerox,+(91)-9004628102 ; ,Shop No 41; M G Road; Dombivli West; Mumbai - 421202; Near Station,Ambarnath,Mumbai,0.0
Jay Laxmi G And Book Depot,+(91)-9321763931 ; ,Shop No4 Raghuram; Shiv Mandir Rd; Dombivli East; Mumbai - 421201; Near Bharat Jewellers,Ambarnath,Mumbai,0.0
Priya Computer Services & General Stationers,+(91)-9422490584 ; ,O.t.section; Ulhasnagar No 1; Mumbai - 421001; Near Post Office,Ambarnath,Mumbai,3.0
Mahavir stationary,+(91)-8655788652 ; ,Sushant Complex; Manpada Road ; Star colony; Dombivli East; Mumbai - 421201; Near Bank of Baroda,Ambarnath,Mumbai,0.0
